"ID","PathID","NodeIndex","ContinentID","LocX","LocY","LocZ","Flags","Delay","ArrivalEventID","DepartureEventID"
"188","9","12","0","-9544.91","-53.52051","64.73038","0","0","0","0"
"189","9","13","0","-9550.932","-130.8574","62.67779","0","0","0","0"
"439","12","0","0","-4822.797","-1157.978","503.2697","0","0","0","0"
"440","12","1","0","-4823.338","-1154.838","504.0443","0","0","0","0"
"441","12","2","0","-4825.568","-1144.801","508.2092","0","0","0","0"
"442","12","3","0","-4830.251","-1124.831","518.076","0","0","0","0"
"443","12","4","0","-4839.869","-1077.757","543.5778","0","0","0","0"
"444","12","5","0","-4867.415","-1047.967","551.0208","0","0","0","0"
"445","12","6","0","-4889.553","-1032.151","548.7425","0","0","0","0"
"446","12","7","0","-4921.443","-1008.429","544.9092","0","0","0","0"
"447","12","8","0","-4947.069","-972.1517","540.7988","0","0","0","0"
"448","12","9","0","-4957.789","-914.5143","543.5195","0","0","0","0"
"449","12","10","0","-4964.658","-901.5131","543.6027","0","0","0","0"
"450","12","11","0","-4987.029","-875.5323","527.6031","0","0","0","0"
"451","12","12","0","-5021.612","-833.3802","507.3193","0","0","0","0"
"452","12","13","0","-5066.396","-799.9983","503.1275","0","0","0","0"
"453","12","14","0","-5110.955","-793.4541","504.3443","0","0","0","0"
"454","12","15","0","-5156.022","-778.8745","486.8891","0","0","0","0"
"455","12","16","0","-5203.813","-713.6035","480.8193","0","0","0","0"
"456","12","17","0","-5366.663","-702.5377","457.8593","0","0","0","0"
"457","12","18","0","-5495.628","-662.2124","442.5049","0","0","0","0"
"503","13","0","0","-8847.491","496.9669","111.6614","0","0","0","0"
"504","13","1","0","-8849.624","495.3026","111.6847","0","0","0","0"
"505","13","2","0","-8867.209","483.6242","114.5242","0","0","0","0"
"506","13","3","0","-8935.342","454.3082","127.1644","0","0","0","0"
"507","13","4","0","-9034.739","493.259","143.3994","0","0","0","0"
"508","13","5","0","-9109.719","470.7711","157.3524","0","0","0","0"
"509","13","6","0","-9213.093","427.2342","162.4049","0","0","0","0"
"510","13","7","0","-9273.826","275.9395","151.6682","0","0","0","0"
"511","13","8","0","-9287.292","34.38108","153.0916","0","0","0","0"
"512","13","9","0","-9231.043","-249.8052","153.2581","0","0","0","0"
"513","13","10","0","-9115.018","-320.2148","144.7425","0","0","0","0"
"514","13","11","0","-8984.971","-310.8855","150.0686","0","0","0","0"
"515","13","12","0","-8761.813","-406.5565","154.291","0","0","0","0"
"516","13","13","0","-8644.484","-484.1542","156.7978","0","0","0","0"
"517","13","14","0","-8543.974","-488.52","156.0378","0","0","0","0"
"518","13","15","0","-8434.869","-407.2266","156.2183","0","0","0","0"
"519","13","16","0","-8332.496","-383.0612","156.9721","0","0","0","0"
"520","13","17","0","-8272.149","-396.3521","184.2779","0","0","0","0"
"521","13","18","0","-8236.644","-435.6417","216.9074","0","0","0","0"
"522","13","19","0","-8182.351","-514.2529","222.1545","0","0","0","0"
"650","16","0","0","-4822.815","-1157.986","503.242","0","0","0","0"
"651","16","1","0","-4823.522","-1155.262","503.8221","0","0","0","0"
"652","16","2","0","-4825.891","-1144.938","508.1754","0","0","0","0"
"653","16","3","0","-4830.331","-1124.694","517.993","0","0","0","0"
"654","16","4","0","-4839.842","-1077.642","543.5213","0","0","0","0"
"655","16","5","0","-4867.195","-1047.992","550.9657","0","0","0","0"
"656","16","6","0","-4889.347","-1032.105","548.7429","0","0","0","0"
"657","16","7","0","-4921.548","-1008.381","544.8538","0","0","0","0"
"658","16","8","0","-4947.045","-972.202","540.6599","0","0","0","0"
"659","16","9","0","-4951.94","-919.9377","543.6027","0","0","0","0"
"660","16","10","0","-4973.186","-894.0537","543.6031","0","0","0","0"
"661","16","11","0","-4990.442","-871.018","529.6311","0","0","0","0"
"662","16","12","0","-5020.96","-834.3433","505.486","0","0","0","0"
"663","16","13","0","-5064.681","-798.7744","507.1271","0","0","0","0"
"664","16","14","0","-5123.648","-795.6464","511.1266","0","0","0","0"
"665","16","15","0","-5200.66","-812.11","530.8782","0","0","0","0"
"666","16","16","0","-5220.083","-1011.791","514.1981","0","0","0","0"
"667","16","17","0","-5481.033","-1210.797","506.6614","0","0","0","0"
"668","16","18","0","-5561.824","-1500.172","436.5245","0","0","0","0"
"669","16","19","0","-5527.746","-1692.451","407.0692","0","0","0","0"
"670","16","20","0","-5506.481","-1765.903","405.5379","0","0","0","0"
"671","16","21","0","-5521.471","-1917.214","409.1334","0","0","0","0"
"672","16","22","0","-5569.659","-1999.064","416.3725","0","0","0","0"
"673","16","23","0","-5557.54","-2089.736","416.9618","0","0","0","0"
"741","15","0","0","-5426.417","-2932.764","349.2489","0","0","0","0"
"742","15","1","0","-5429.109","-2933.134","350.3626","0","0","0","0"
"743","15","2","0","-5469.808","-2926.428","361.1701","0","0","0","0"
"744","15","3","0","-5512.319","-2850.484","374.7768","0","0","0","0"
"745","15","4","0","-5460.93","-2741.301","412.1746","0","0","0","0"
"746","15","5","0","-5500.676","-2647.121","469.4012","0","0","0","0"
"747","15","6","0","-5505.026","-2569.849","486.5587","0","0","0","0"
"748","15","7","0","-5514.47","-2437.684","432.4796","0","0","0","0"
"749","15","8","0","-5543.636","-2295.733","501.9561","0","0","0","0"
"750","15","9","0","-5506.146","-2210.201","492.0908","0","0","0","0"
"751","15","10","0","-5532.42","-2134.419","433.3124","0","0","0","0"
"752","15","11","0","-5587.426","-2064.81","404.3726","0","0","0","0"
"753","15","12","0","-5601.026","-1978.137","404.3726","0","0","0","0"
"754","15","13","0","-5610.952","-1856.204","413.0719","0","0","0","0"
"755","15","14","0","-5641.103","-1791.676","407.1309","0","0","0","0"
"756","15","15","0","-5656.558","-1747.236","417.279","0","0","0","0"
"757","15","16","0","-5657.34","-1648.261","439.1435","0","0","0","0"
"758","15","17","0","-5686.912","-1582.438","403.2043","0","0","0","0"
"759","15","18","0","-5667.798","-1473.761","417.9568","0","0","0","0"
"760","15","19","0","-5650.855","-1341.443","423.2717","0","0","0","0"
"761","15","20","0","-5549.443","-1189.883","467.9176","0","0","0","0"
"762","15","21","0","-5434.792","-1016.157","519.639","0","0","0","0"
"763","15","22","0","-5305.902","-835.1288","576.1678","0","0","0","0"
"764","15","23","0","-5173.355","-787.1075","552.9456","0","0","0","0"
"765","15","24","0","-5077.311","-791.4764","523.3054","0","0","0","0"
"766","15","25","0","-5020.423","-836.1544","504.8991","0","0","0","0"
"767","15","26","0","-4987.564","-875.931","527.1271","0","0","0","0"
"768","15","27","0","-4964.469","-901.5542","543.1275","0","0","0","0"
"769","15","28","0","-4947.638","-916.2394","543.1275","0","0","0","0"
"770","15","29","0","-4886.243","-937.8644","539.4725","0","0","0","0"
"771","15","30","0","-4870.373","-964.6971","544.9182","0","0","0","0"
"772","15","31","0","-4858.501","-994.7637","548.1402","0","0","0","0"
"773","15","32","0","-4845.472","-1024.783","550.2517","0","0","0","0"
"774","15","33","0","-4822.143","-1054.167","546.056","0","0","0","0"
"775","15","34","0","-4783.124","-1065.934","534.1678","0","0","0","0"
"776","15","35","0","-4746.237","-1095.953","525.2791","0","0","0","0"
"777","15","36","0","-4754.16","-1138.464","523.8076","0","0","0","0"
"778","15","37","0","-4798.137","-1150.016","512.9089","0","0","0","0"
"779","15","38","0","-4822.399","-1156.914","503.4364","0","0","0","0"
"838","17","0","0","-3791.055","-782.9783","10.07857","0","0","0","0"
"839","17","1","0","-3790.141","-786.8888","12.15924","0","0","0","0"
"840","17","2","0","-3788.24","-798.3447","15.89982","0","0","0","0"
"841","17","3","0","-3787.356","-830.6131","24.08298","0","0","0","0"
"842","17","4","0","-3793.08","-874.8974","33.2917","0","0","0","0"
"843","17","5","0","-3854.645","-909.2836","33.2917","0","0","0","0"
"844","17","6","0","-3956.282","-908.7645","41.29259","0","0","0","0"
"845","17","7","0","-4050.876","-921.6597","117.6081","0","0","0","0"
"846","17","8","0","-4116.521","-942.0431","175.7076","0","0","0","0"
"847","17","9","0","-4259.834","-973.3931","305.7697","0","0","0","0"
"848","17","10","0","-4411.209","-961.5175","499.6416","0","0","0","0"
"849","17","11","0","-4566.706","-900.1178","663.5545","0","0","0","0"
"850","17","12","0","-4660.218","-934.176","778.8602","0","0","0","0"
"851","17","13","0","-4732.163","-915.4746","832.1878","0","0","0","0"
"852","17","14","0","-4827.935","-838.6477","812.7039","0","0","0","0"
"853","17","15","0","-4893.295","-765.938","752.8173","0","0","0","0"
"854","17","16","0","-5002.809","-631.1398","614.5291","0","0","0","0"
"855","17","17","0","-5060.42","-706.8826","548.6841","0","0","0","0"
"856","17","18","0","-5046.457","-786.4728","511.1176","0","0","0","0"
"857","17","19","0","-5019.803","-834.0737","506.1735","0","0","0","0"
"858","17","20","0","-4986.885","-874.9424","527.1275","0","0","0","0"
"859","17","21","0","-4965.812","-901.8858","543.1275","0","0","0","0"
"860","17","22","0","-4946.493","-917.4972","543.1275","0","0","0","0"
"861","17","23","0","-4893.088","-926.3926","538.798","0","0","0","0"
"862","17","24","0","-4870.443","-967.2335","544.7233","0","0","0","0"
"863","17","25","0","-4856.78","-998.8038","548.141","0","0","0","0"
"864","17","26","0","-4845.752","-1024.81","550.6396","0","0","0","0"
"895","18","0","0","-4822.853","-1157.903","502.9642","0","0","0","0"
"896","18","1","0","-4823.427","-1155.188","503.7666","0","0","0","0"
"897","18","2","0","-4825.738","-1144.591","508.6667","0","0","0","0"
"898","18","3","0","-4833.93","-1111.705","524.2986","0","0","0","0"
"899","18","4","0","-4839.69","-1077.691","543.494","0","0","0","0"
"900","18","5","0","-4867.227","-1048.023","550.9658","0","0","0","0"
"901","18","6","0","-4889.342","-1032.121","548.7734","0","0","0","0"
"902","18","7","0","-4921.577","-1008.336","544.8547","0","0","0","0"
"903","18","8","0","-4947.055","-972.2875","540.7986","0","0","0","0"
"904","18","9","0","-4957.831","-914.5416","543.6027","0","0","0","0"
"905","18","10","0","-4965.453","-902.1425","543.6027","0","0","0","0"
"906","18","11","0","-4986.985","-875.7244","527.6027","0","0","0","0"
"907","18","12","0","-5021.375","-832.9849","507.3193","0","0","0","0"
"908","18","13","0","-5059.023","-804.5257","507.1275","0","0","0","0"
"909","18","14","0","-5123.122","-793.1149","507.8886","0","0","0","0"
"910","18","15","0","-5193.459","-822.6494","495.7573","0","0","0","0"
"911","18","16","0","-5233.354","-1022.967","528.4186","0","0","0","0"
"912","18","17","0","-5253.596","-1268.068","572.7508","0","0","0","0"
"913","18","18","0","-5233.309","-1600.366","541.3685","0","0","0","0"
"914","18","19","0","-5110.94","-1708.508","532.5591","0","0","0","0"
"1046","20","0","0","1570.108","269.7434","-41.9638","0","0","0","0"
"1047","20","1","0","1562.984","249.1271","-38.78811","0","0","0","0"
"1048","20","2","0","1578.694","219.0924","-31.56586","0","0","0","0"
"1049","20","3","0","1607.924","219.5748","-28.73255","0","0","0","0"
"1050","20","4","0","1631.929","239.0616","-29.73257","0","0","0","0"
"1051","20","5","0","1663.256","239.224","-33.76034","0","0","0","0"
"1052","20","6","0","1733.591","243.1487","-40.09366","0","0","0","0"
"1053","20","7","0","1751.108","264.2238","-42.12143","0","0","0","0"
"1054","20","8","0","1744.216","293.5251","-44.37144","0","0","0","0"
"1055","20","9","0","1719.746","327.511","-42.12142","0","0","0","0"
"1056","20","10","0","1685.927","365.2039","-26.17698","0","0","0","0"
"1057","20","11","0","1683.551","386.5129","1.878581","0","0","0","0"
"1058","20","12","0","1702.814","420.5737","5.878581","0","0","0","0"
"1059","20","13","0","1726.56","474.243","1.878581","0","0","0","0"
"1060","20","14","0","1710.803","513.1404","-2.121426","0","0","0","0"
"1061","20","15","0","1683.168","546.098","-2.121426","0","0","0","0"
"1062","20","16","0","1681.499","590.8705","1.878574","0","0","0","0"
"1063","20","17","0","1687.643","623.9324","17.87858","0","0","0","0"
"1064","20","18","0","1658.901","645.4714","33.87858","0","0","0","0"
"1065","20","19","0","1616.774","645.347","49.87858","0","0","0","0"
"1066","21","0","0","471.6811","1533.879","133.936","0","0","0","0"
"1067","21","1","0","460.4716","1527.909","134.9769","0","0","0","0"
"1068","21","2","0","406.5963","1497.416","143.3196","0","0","0","0"
"1069","21","3","0","364.83","1462.339","132.7456","0","0","0","0"
"1070","21","4","0","302.9703","1432.071","134.8772","0","0","0","0"
"1071","21","5","0","259.2045","1382.688","145.6767","0","0","0","0"
"1072","21","6","0","268.3781","1310.217","121.2154","0","0","0","0"
"1073","21","7","0","398.8039","1234.373","95.08588","0","0","0","0"
"1074","21","8","0","553.4138","1233.422","94.4791","0","0","0","0"
"1075","21","9","0","639.1053","1210.565","100.5198","0","0","0","0"
"1076","21","10","0","737.1716","1219.135","69.97562","0","0","0","0"
"1077","21","11","0","883.1061","1200.664","65.69717","0","0","0","0"
"1078","21","12","0","991.4665","1194.109","72.12758","0","0","0","0"
"1079","21","13","0","1071.117","1163.483","56.4511","0","0","0","0"
"1080","21","14","0","1130.935","1132.553","56.25314","0","0","0","0"
"1086","22","0","0","-10515.58","-1259.393","42.81135","0","0","0","0"
"1087","22","1","0","-10516.59","-1253.805","43.21012","0","0","0","0"
"1088","22","2","0","-10519.29","-1240.873","46.78358","0","0","0","0"
"1089","22","3","0","-10516.99","-1184.773","69.95759","0","0","0","0"
"1090","22","4","0","-10450.9","-1142.184","95.50003","0","0","0","0"
"1091","22","5","0","-10255.72","-1084.477","100.3206","0","0","0","0"
"1092","22","6","0","-10046.13","-948.8948","115.1369","0","0","0","0"
"1093","22","7","0","-9922.95","-785.4374","107.9029","0","0","0","0"
"1094","22","8","0","-9855.639","-631.2239","103.3513","0","0","0","0"
"1095","22","9","0","-9602.626","-509.5107","141.593","0","0","0","0"
"1096","22","10","0","-9452.084","-360.1253","149.3198","0","0","0","0"
"1097","22","11","0","-9458.114","-166.1249","124.5219","0","0","0","0"
"1098","22","12","0","-9342.892","98.96181","147.628","0","0","0","0"
"1099","22","13","0","-9153.493","200.5012","160.1772","0","0","0","0"
"1100","22","14","0","-9035.158","378.9445","156.6462","0","0","0","0"
"1101","22","15","0","-8917.505","416.3486","136.2588","0","0","0","0"
"1103","23","0","0","-8851.645","497.2752","111.327","0","0","0","0"
"1104","23","1","0","-8853.626","495.1954","111.6816","0","0","0","0"
"1105","23","2","0","-8868.915","483.5433","113.5642","0","0","0","0"
"1106","23","3","0","-8935.176","445.5844","131.0632","0","0","0","0"
"1107","23","4","0","-9022.703","498.4404","139.0766","0","0","0","0"
"1108","23","5","0","-9109.644","472.9554","151.3052","0","0","0","0"
"1109","23","6","0","-9305.395","378.9945","159.5071","0","0","0","0"
"1110","23","7","0","-9594.637","278.3905","132.0066","0","0","0","0"
"1111","23","8","0","-9860.465","281.3127","113.2912","0","0","0","0"
"1112","23","9","0","-10052.25","292.4383","100.4694","0","0","0","0"
"1113","23","10","0","-10172.66","221.5914","98.86501","0","0","0","0"
"1114","23","11","0","-10354.07","202.4567","86.05412","0","0","0","0"
"1115","23","12","0","-10441.75","206.135","85.55907","0","0","0","0"
"1116","23","13","0","-10612.77","98.94097","103.93","0","0","0","0"
"1117","23","14","0","-10805.9","-181.7376","106.5957","0","0","0","0"
"1118","23","15","0","-10886.68","-507.9662","120.5251","0","0","0","0"
"1119","23","16","0","-10624.87","-740.5372","148.8841","0","0","0","0"
"1120","23","17","0","-10569.76","-1030.83","132.2027","0","0","0","0"
"1121","23","18","0","-10523.44","-1186.39","68.14829","0","0","0","0"
"1122","23","19","0","-10515.85","-1261.793","45.11688","0","0","0","0"
"1124","24","0","0","-0.377604","-860.4575","60.02575","0","0","0","0"
"1125","24","1","0","-1.033203","-857.6025","60.88112","0","0","0","0"
"1126","24","2","0","-1.387099","-841.8992","64.47019","0","0","0","0"
"1127","24","3","0","4.407335","-830.1664","66.25355","0","0","0","0"
"1128","24","4","0","53.33702","-788.5499","73.15132","0","0","0","0"
"1129","24","5","0","122.339","-754.6078","74.70036","0","0","0","0"
"1130","24","6","0","186.0512","-725.0507","100.7322","0","0","0","0"
"1131","24","7","0","280.5751","-651.5126","135.8157","0","0","0","0"
"1132","24","8","0","351.2981","-608.7466","158.0677","0","0","0","0"
"1133","24","9","0","419.5222","-621.0369","173.266","0","0","0","0"
"1134","24","10","0","497.8333","-602.3432","181.9215","0","0","0","0"
"1135","24","11","0","554.8917","-584.1567","191.8822","0","0","0","0"
"1136","24","12","0","615.7465","-531.774","188.2262","0","0","0","0"
"1137","24","13","0","627.923","-457.014","175.4315","0","0","0","0"
"1138","24","14","0","626.6988","-375.223","162.4754","0","0","0","0"
"1139","24","15","0","665.6514","-343.2746","156.1961","0","0","0","0"
"1140","24","16","0","721.2222","-340.9256","146.8407","0","0","0","0"
"1141","24","17","0","756.3786","-318.4771","143.6708","0","0","0","0"
"1142","24","18","0","782.8301","-298.1873","159.6271","0","0","0","0"
"1143","24","19","0","851.5566","-254.8243","167.4571","0","0","0","0"
"1144","24","20","0","932.1298","-254.009","149.1089","0","0","0","0"
"1145","24","21","0","1037.711","-269.0992","60.49487","0","0","0","0"
"1146","24","22","0","1089.985","-243.185","41.80908","0","0","0","0"
"1147","24","23","0","1208.337","-250.2325","42.36195","0","0","0","0"
"1148","24","24","0","1307.939","-109.2327","74.7888","0","0","0","0"
"1149","24","25","0","1305.687","264.3306","65.71748","0","0","0","0"
"1150","24","26","0","1463.369","469.4109","76.44553","0","0","0","0"
"1151","24","27","0","1674.784","490.5506","66.79845","0","0","0","0"
"1152","24","28","0","1840.583","506.3862","61.81951","0","0","0","0"
"1181","26","0","0","-713.5223","-513.6454","27.61735","0","0","0","0"
"1182","26","1","0","-713.3682","-517.4526","27.89797","0","0","0","0"
"1183","26","2","0","-725.3024","-597.6343","38.84602","0","0","0","0"
"1184","26","3","0","-747.5633","-650.2481","51.22471","0","0","0","0"
"1185","26","4","0","-885.4173","-652.816","39.10293","0","0","0","0"
"1186","26","5","0","-1066.644","-674.2723","27.62461","0","0","0","0"
"1187","26","6","0","-1231.025","-801.8506","27.14621","0","0","0","0"
"1188","26","7","0","-1322.564","-885.853","23.8735","0","0","0","0"
"1189","26","8","0","-1423.822","-959.1791","24.91077","0","0","0","0"
"1190","26","9","0","-1535.245","-1002.605","13.94669","0","0","0","0"
"1191","26","10","0","-1640.839","-1061.541","10.31608","0","0","0","0"
"1192","26","11","0","-1803.633","-1141.395","6.1745","0","0","0","0"
"1193","26","12","0","-2619.378","-1157.963","3.502089","0","0","0","0"
"1194","26","13","0","-2852.603","-1019.384","18.76927","0","0","0","0"
"1195","26","14","0","-2955.481","-921.7041","24.28442","0","0","0","0"
"1196","26","15","0","-3118.947","-918.2324","32.52438","0","0","0","0"
"1197","26","16","0","-3341.406","-986.6432","24.24614","0","0","0","0"
"1198","26","17","0","-3801.79","-1080.222","38.08187","0","0","0","0"
"1199","26","18","0","-3986.975","-1074.929","142.0087","0","0","0","0"
"1200","26","19","0","-4088.174","-1054.936","228.9781","0","0","0","0"
"1201","26","20","0","-4227.694","-1118.97","332.1921","0","0","0","0"
"1202","26","21","0","-4445.828","-1059.005","637.2929","0","0","0","0"
"1203","26","22","0","-4534.981","-1011.382","700.0901","0","0","0","0"
"1204","26","23","0","-4638.67","-1018.206","801.7856","0","0","0","0"
"1205","26","24","0","-4819.952","-1021.079","902.3256","0","0","0","0"
"1206","26","25","0","-4912.197","-987.0148","824.0999","0","0","0","0"
"1207","26","26","0","-5023.042","-966.892","724.0892","0","0","0","0"
"1208","26","27","0","-5077.306","-879.7358","646.4794","0","0","0","0"
"1209","26","28","0","-5113.364","-853.0546","604.926","0","0","0","0"
"1210","26","29","0","-5188.929","-789.558","545.6209","0","0","0","0"
"1211","26","30","0","-5103.222","-724.9593","509.4788","0","0","0","0"
"1212","26","31","0","-5056.557","-761.8685","508.5511","0","0","0","0"
"1213","26","32","0","-5035.609","-809.825","504.2745","0","0","0","0"
"1223","27","0","0","-4823.718","-1157.695","503.2697","0","0","0","0"
"1224","27","1","0","-4823.386","-1154.479","504.2665","0","0","0","0"
"1225","27","2","0","-4822.454","-1139.654","509.0107","0","0","0","0"
"1226","27","3","0","-4822.379","-1113.855","522.4982","0","0","0","0"
"1227","27","4","0","-4839.626","-1077.729","543.3837","0","0","0","0"
"1228","27","5","0","-4867.305","-1047.943","550.9934","0","0","0","0"
"1229","27","6","0","-4889.459","-1032.197","548.7426","0","0","0","0"
"1230","27","7","0","-4921.507","-1008.369","544.8258","0","0","0","0"
"1231","27","8","0","-4947.078","-972.2482","540.6875","0","0","0","0"
"1232","27","9","0","-4958.198","-914.9299","543.6027","0","0","0","0"
"1233","27","10","0","-4965.83","-901.9471","543.6027","0","0","0","0"
"1234","27","11","0","-4986.748","-874.9409","527.6031","0","0","0","0"
"1235","27","12","0","-5022.909","-831.9476","507.3193","0","0","0","0"
"1236","27","13","0","-5074.447","-800.3356","507.2386","0","0","0","0"
"1237","27","14","0","-5166.772","-817.8958","500.3005","0","0","0","0"
"1238","27","15","0","-5233.417","-933.5989","507.0164","0","0","0","0"
"1239","27","16","0","-5233.965","-1258.195","564.3002","0","0","0","0"
"1240","27","17","0","-5240.396","-1599.77","545.912","0","0","0","0"
"1241","27","18","0","-5066.914","-1705.63","537.5247","0","0","0","0"
"1242","27","19","0","-4900.303","-1701.149","541.246","0","0","0","0"
"1243","27","20","0","-4719.055","-1666.211","542.83","0","0","0","0"
"1244","27","21","0","-4500.163","-1606.791","533.4979","0","0","0","0"
"1245","27","22","0","-4333.932","-1532.812","479.8048","0","0","0","0"
"1246","27","23","0","-4066.39","-1366.614","303.4734","0","0","0","0"
"1248","12","19","0","-5625.248","-671.7376","439.3104","0","0","0","0"
"1249","12","20","0","-5709.963","-584.9799","433.945","0","0","0","0"
"1250","12","21","0","-5868.214","-569.5374","453.7866","0","0","0","0"
"1251","12","22","0","-6002.713","-664.5992","468.3816","0","0","0","0"
"1252","12","23","0","-6055.952","-676.7015","491.5126","0","0","0","0"
"1253","12","24","0","-6103.061","-702.8411","500.9235","0","0","0","0"
"1254","12","25","0","-6182.807","-759.242","471.0982","0","0","0","0"
"1255","12","26","0","-6302.094","-807.9865","425.8247","0","0","0","0"
"1256","12","27","0","-6427.895","-833.9036","376.1131","0","0","0","0"
"1257","12","28","0","-6534.435","-879.6412","342.3034","0","0","0","0"
"1258","12","29","0","-6643.684","-845.2496","294.3973","0","0","0","0"
"1259","12","30","0","-6782.545","-862.0672","284.2731","0","0","0","0"
"1260","12","31","0","-6913.29","-911.2166","281.7382","0","0","0","0"
"1261","12","32","0","-6945.106","-993.7018","272.7432","0","0","0","0"
"1262","12","33","0","-7035.354","-1010.516","273.8061","0","0","0","0"
"1263","12","34","0","-7107.932","-945.7327","286.6283","0","0","0","0"
"1264","12","35","0","-7178.488","-858.0679","330.9342","0","0","0","0"
"1265","12","36","0","-7220.716","-798.4058","333.5421","0","0","0","0"
"1266","12","37","0","-7376.298","-753.7755","349.0393","0","0","0","0"
